speaker,start,end,text
SPEAKER_01,1774.42,1813.1, and  so  so  there's  that  you  know  there  are  a  few  reasons  that  i  focus  on  rural  areas  um  and  then  and  then  this  idea  of  being  underserved  right  and  like  our  idea  is  that  okay  so  cooperatives  only  exist  when  capital  doesn't  want  to  build  infrastructure  into  them  and  so  our  argument  must  be  that  we  must  invite  capital  in  right  um  to  like  build  these  infrastructures  so  that  we  can  like  be  part  or  of  the  you  know  sort  of  capitalist  core  be  back  enrolled  back  into  it  um  and  so  i
SPEAKER_02,1804.78,1805.36, be
SPEAKER_01,1813.1,1854.02, wanted  to  sort  of  provide  those  cases  like  yes  this  is  true  but  this  also  happens  in  our  urban  areas  right  and  happens  in  our  urban  and  that's  sort  of  why  i  pivot  to  philadelphia  and  to  chattanooga  to  be  like  you  know  this  capitalist  hinterland  this  idea  right  like  also  exists  within  our  cities  it  is  not  just  about  this  rural  urban  divide  um  you  know  there  is  a  sort  of  dialectical  relationship  between  our  cities  and  our  rural  areas  and  in  that  again  lies  political  possibility  too  yeah  right  so  that's  sort  of  why  i  chose  these  places  nice  and  because  i  have  like  relationships  with  all  these  places  too  like  this  is  like
SPEAKER_02,1852.02,1852.3, this
SPEAKER_01,1854.02,1866.98, you  were  saying  earlier  like  what  is  what's  what's  what's  been  going  on  in  the  last  20  years  like  this  is  sort  of  the  trajectory  of  my  life  and  people  that  i've  engaged  with  and  like  groups  that  i've  engaged  with  over  the  last  20  years  too  so  awesome
SPEAKER_02,1858.42,1859.1, this
SPEAKER_00,1866.3,1914.86, awesome  um  i  think  uh  another  is  sort  of  a  recurring  theme  in  your  book  is  uh  you  know  framing  uh  technology  and  infrastructure  um  you  know  less  so  in  terms  of  uh  whatever  its  specific  affordance  is  or  like  its  technical  features  and  more  so  about  you  know  these  um  you  know  the  the  the  social  structures  it's  embedded  within  i  guess  the  the  broader  politics  i  guess  that  gives  technology  i  guess  that  gives  a  specific  meaning  or  um  put  it  in  as  a  specific  mode  of  production  um  so  i'm  just  on  trying  to  um  i'm  not  exactly  sure  how  to  phrase  this  i  guess  but  i'm  curious  to  what  extent  you  think  like  technology  has  like  this  um  maybe  relatively  autonomous  character  to  it  like  when  when  is  technology  doing  independent  work  apart  from  um  uh  uh  yeah  the  the  the  specific  social  system  it's  in  i  guess
SPEAKER_01,1918.44,1939.46, that's  a  good  question  um  and  i  mean  i  guess  so  i  do  talk  about  like  you  know  internet  provision  and  like  sort  of  thinking  about  through  all  through  the  whole  book  there's  like  this  tension  of  like  is  this  technology  is  this  what  we  want  does
SPEAKER_03,1938.78,1939.46, does
SPEAKER_01,1939.46,1940.78, this  serve  our  ends  right
SPEAKER_03,1940.46,1941.2, right  and
SPEAKER_01,1940.78,1972.78, and  in  some  cases  people  you  know  it  does  and  it  doesn't  and  like  are  these  ends  that  people  are  sort  of  lifting  up  as  good  like  are  they  actually  something  that  is  good  from  the  voices  of  the  people  in  the  communities  themselves  right  like  they  are  not  quite  sure  that  all  of  these  technical  affordances  are  the  things  that  they  need  other  people  are  very  sure  that  this  is  what  is  for  sure  going  to  lift  you  know  the  area  out  of  you  know  economic  and  ecological  ruin  um
SPEAKER_02,1967.34,1967.9, you
SPEAKER_00,1967.34,1968.06, you  know
SPEAKER_01,1972.78,2013.0, and  so  i  think  that  tension  is  is  important  to  this  book  and  part  of  what  this  book  is  trying  to  get  at  um  is  that  you  know  technology  maybe  we  don't  always  need  it  right  like  part  of  building  a  world  that  we  want  and  like  infrastructures  that  we  want  require  us  to  really  be  critical  of  what  what  good  technology  provides  for  for  us  and  like  what  types  of  social  infrastructures  care  infrastructures  relational  infrastructures  might  be  better  in  their  place  and  that's  really  i  think  why  i  focus
SPEAKER_00,2004.44,2006.32, care  infrastructures
SPEAKER_01,2013.0,2037.96, a  lot  on  you  know  thinking  about  or  like  like  like  sort  of  trying  to  be  critical  of  the  sts  imaginaries  language  but  also  like  think  about  you  know  reframing  what  we  what  we  mean  when  we  talk  about  imaginaries  and  what  is  possible  when  we're  talking  about  like  sociotechnical  imaginaries  and  part  of  it  might  be  that  the  technology  breaks  and  that  might  be  really  good  yeah
SPEAKER_00,2036.48,2110.48, yeah  so  speaking  of  uh  maybe  we  can  talk  a  little  bit  about  like  these  different  theories  of  change  i  guess  so  um  uh  i  guess  uh  firstly  um  you  you  lean  a  lot  on  um  this  the  the  the  feudal  slash  new  feudal  slash  techno  feudal  frame  i  guess  um  in  the  introduction  a  bit  and  then  especially  uh  towards  end  of  chapter  five  and  six  i  guess  um  um  and  and  people  like  jody  dean  i  guess  are  especially  useful  here  so  um  it's  it's  got  this  dual  character  to  it  i  think  one  is  used  it  to  describe  like  the  way  that  the  billionaires  are  seeing  themselves  i  guess  and  um  you  know  their  own  ambitions  or  uh  yeah  imaginaries  i  guess  um  and  then  on  the  other  hand  it's  like  uh  it  um  it  is  also  a  way  to  describe  um  you  know  the  resurgence  of  rentiership  i  guess  as  like  a  real  economic  form  um  even  no  matter  what  the  billionaires  are  thinking  i  guess  um  so  i'm  curious  i  guess  uh  just  to  start  out  here  if  um  if  you  can  clarify  if  you  if  you  view  technical  feudalism  as  like  a  version  or  like  a  component  of  capitalism  or  if  you  feel  that  it's  more  like  a  you  know  broader  next  stage  i  guess  or  yeah  yeah  this
SPEAKER_01,2108.18,2115.62, yeah  yeah  this  is  always  the  question  right  um  so  i
SPEAKER_00,2110.96,2111.74, question  right
SPEAKER_01,2115.62,2202.3, think  i  think  you  know  i  started  thinking  about  this  before  i  had  words  for  it  um  i  think  it  was  back  you  know  when  i  started  like  in  2018  or  so  like  what  is  it  about  these  technological  like  not  just  technological  but  just  like  property  all  sorts  of  things  in  society  just  inherently  seem  to  be  just  like  a  scam  because  people  are  trying  to  make  as  much  money  as  they  can  and  like  the  rest  of  us  be  damned  right  and  like  that's  always  sort  of  been  true  right  but  like  what  we  see  here  is  a  sort  of  dissolution  like  wider  spread  disillusionment  with  the  putative  fiction  of  capitalism  as  like  you  know  people  decide  by  determining  you  know  their  participation  in  the  market  and  people  decide  and  it  can  you  know  create  some  sort  of  like  teleological  change  toward  the  better  right  like  there  are  so  many  examples  every  day  that  we  all  interact  with  and  you  know  since  2018  of  course  and  then  uh  you  know  so  jody  dean  came  out  with  that  piece  in  the  new  left  or  no  in  the  LA  review  of  books  in  2020  and  i  was  like  oh  yes  this  is  what  i've  been  thinking  about  this  is  the  word  this  is  the  word  um
SPEAKER_03,2197.6,2198.12, this
SPEAKER_00,2197.6,2198.28, this  is
SPEAKER_01,2202.3,2248.38, and  then  you  know  other  folks  came  like  mackenzie  work  and  yannos  vera  fecalcas  um  came  out  with  you  know  their  sort  of  treatises  on  um  on  you  know  techno  feudalism  or  neo  feudalism  right  where  we  are  all  you  know  increasingly  serfs  in  in  you  know  to  these  like  large  tech  billionaires  right  and  we  pay  for  subscriptions  for  access  to  their  you  know  walled  gardens  literally  right  um  and  so  i  don't  think  it's  something  you  know  it's  just  a  way  to  talk  about  for  me  it's  like  a  way  to  talk  about  like  how  our  society  is  sort  of  morphing  and  changing  into  this  like  society  of  the  scam  right
SPEAKER_03,2247.54,2248.38, right
SPEAKER_01,2248.4,2268.18, where  you  come  to  expect  it  you  live  your  life  according  to  accordingly  right  um  and  you  know  you  can  argue  that  capitalism  has  always  been  a  scam  but  i  think  this  is  an  intensification  and  a  sort  of  like  um  attempt  sort
SPEAKER_00,2260.96,2261.34, but  i
SPEAKER_02,2261.24,2261.34, i
SPEAKER_00,2261.34,2263.4, think  and  a
SPEAKER_01,2268.18,2317.66, of  concentrated  attempt  for  uh  by  folks  who  have  a  lot  to  get  more  and  you  know  like  they  said  like  like  like  donald  Trump  said  in  his  inauguration  speech  engage  in  manifest  destiny  to  the  stars  right  like  there's  no  clearer  picture  than  that  um  and  so  you  know  it's  less  important  to  me  uh  you  know  i  don't  think  it's  like  you  know  a  stopping  point  and  this  is  like  completely  different  and  we're  all  going  to  be  like  little  you  know  groveling  serfs  in  a  castle  right  but  like  conceptually  we  are  like  you  know  paying  subscriptions  for  shitty  services  in  the  you  know  wall  gardens  that  make  these  billionaires  tons  of  money  so
SPEAKER_02,2317.02,2317.66, so
SPEAKER_01,2317.66,2329.42, that  they  can  destroy  our  planet  destroy  our  relationships  within  one  another  destroy  everything  that's  good  about  humanity  so  that's  more  what  i'm  talking  about  right  yeah
SPEAKER_03,2329.1,2329.92, yeah  it's
SPEAKER_01,2329.42,2339.88, it's  more  this  like  intensification  and  like  change  of  character  than  like  something  that  is  like  not  capitalist  right  like  this  is  definitely  a  capitalist  right
SPEAKER_00,2338.38,2340.12, right  sort
SPEAKER_02,2338.38,2339.88, right
SPEAKER_01,2339.88,2343.84, sort  of  trajectory  right  um
SPEAKER_00,2341.3,2379.84, um  okay  this  it's  a  trajectory  bit  is  like  uh  super  interesting  so  maybe  you  can  um  uh  i'll  try  to  dig  in  more  there  um  but  maybe  first  um  so  you  have  a  lot  of  i  think  uh  kind  of  fun  descriptions  about  um  the  the  with  the  techno  feudal  imaginary  actually  um  uh  like  what  what  that  might  look  like  like  you  say  like  bill  gates  is  like  the  lord  of  the  manor  um  with  all  those  his  serfs  serving  him  um  and  um  that  that  metaphor  baron's  in  particular  reminded  me  of  like  the  robber  barons  from  the  so  1920s  i  guess  and  so  forth  so  um  i'm  curious  if  you  feel  that  that  that's  um  do
SPEAKER_01,2374.54,2375.68, 1920s  i  guess  and
SPEAKER_00,2379.84,2397.2, like  what  has  changed  since  since  then  i  guess  like  um  and  back  then  we  um  associate  that  era  with  like  the  um  you  know  kind  of  uh  capitalism  as  at  its  force  kind  of  kind  of  um  where  um  uh  before  you  know  this  period  of  mass  strikes  and  so  forth  so  yeah
SPEAKER_03,2396.78,2397.78, yeah  um
SPEAKER_00,2397.2,2403.5, um  yes  i'm  curious  if  you  feel  that  are  we  in  like  a  similar  place  there  i  guess  or  what  what  i  should  yeah  yeah
SPEAKER_01,2397.2,2397.78, um
SPEAKER_01,2402.14,2409.04, what  i  should  yeah  yeah  so  i  say  in  the  book  so  i  call  i'm  not  the  only  person  that  does  this  like  a  lot  of  people  talking  about  the
SPEAKER_00,2406.12,2406.66, this  like
SPEAKER_01,2409.04,2435.76, contemporary  moment  uh  you  know  talk  about  it  and  liken  it  to  the  robber  baron  era  of  like  you  know  the  1870s  through  you  know  the  mid  1900  19  teens  up  into  you  know  1920  when  we  had  um  you  know  the  uh  you  know  the  birth  of  communism  yeah  and
SPEAKER_02,2431.44,2434.42, you  know  the  birth  of  communism
SPEAKER_03,2433.96,2435.76, communism  yeah  and
SPEAKER_01,2435.76,2494.98, so  yeah  the  russian  revolution  and  so  um  you  know  there's  a  a  regulatory  sphere  like  i  talk  about  like  a  regulatory  sphere  um  the  way  that  wealth  is  hoarded  by  the  already  wealthy  um  and  how  the  rest  of  us  are  left  in  you  know  these  sort  of  emiserated  positions  um  even  as  we're  you  know  sort  of  enrolled  in  their  plots  to  make  more  money  for  themselves  um  in  order  to  live  right  in  order  to  get  by  um  so  that  is  similar  uh  and  i  literally  hearken  back  to  what  rosa  luxembourg  said  in  the  junius  pamphlet  in  1919  when  she  said  that  society  stands  at  a  crossroads  even  uh  you  know  on  one  hand  uh  toward  barbarism  and  on  the  other  hands  towards  socialism  right  so  like  i  use  this  toward  barbarism  to  talk  about  like  this  you  know  techno  feudalist  future  uh
SPEAKER_00,2482.6,2483.12, you  know
SPEAKER_02,2482.98,2483.12, know
SPEAKER_01,2494.98,2513.78, or  like  you  know  i  sort  of  expand  that  dichotomy  into  you  know  thinking  about  like  or  do  we  want  you  know  a  future  that  is  maybe  some  negotiated  socialist  communist  um  you  know  scenario  or  do  we  want  like  this  techno  feudalist  barbarism
SPEAKER_00,2514.06,2542.82, yeah  let's  uh  that  i  think  that's  a  let's  stick  let's  dig  let's  dig  in  more  there  so  um  i  i'm  curious  about  um  uh  you  said  the  trajectory  of  capitalism  up  to  this  point  has  brought  us  to  kind  of  kind  of  this  moment  of  um  you  know  these  techno  feudal  lords  and  rent  mentorship  um  why  couldn't  it  just  be  that  um  why  does  it  have  to  be  that  it's  socialism  versus  barbers  instead  of  just  more  capital  you  know  capitalism  as  it  uh  always  was  i  guess  or  plain  old  uh  old -fashioned  capitalism  i  yeah
SPEAKER_01,2539.7,2564.82, plain  old  yeah  yeah  and  i  guess  i  think  and  so  i  have  you  know  i  draw  from  peter  phrase  is  four  futures  i  sort  of  change  it  you  know  right  to  like  meet  the  cases  that  i'm  talking  with  right  but  i  talk  about  so  like  techno  feudalism  is  like  you  know  one  end  of  the  spectrum  is  sort  of  like  techno  authoritarianism  or  fascism  you
SPEAKER_03,2549.0,2550.76, i  change
SPEAKER_01,2564.82,2666.8, know  and  then  there's  capitalism  as  it's  always  been  like  this  techno  utopianism  that  allows  for  us  to  like  just  keep  being  enrolled  in  these  like  you  know  technical  systems  that  are  supposed  to  be  good  for  us  but  end  up  you  know  not  being  great  for  us  but  i  think  the  thing  right  now  um  is  that  or  like  this  moment  maybe  um  it's  becoming  very  clear  that  these  are  like  maybe  a  trajectory  or  like  you  know  one  grows  on  top  of  the  other  right  like  what  we've  had  so  far  has  led  us  to  this  like  you  know  capitalism  as  it  is  it  could  continue  sure  it  could  continue  as  it  has  you  know  with  like  some  meager  regulations  and  just  you  know  sort  of  keeping  the  boat  back  on  the  you  know  putting  the  train  so  to  speak  back  back  on  the  tracks  um  you  know  we  might  you  know  stay  in  this  sort  of  like  techno -capitalist  frame  right  but  like  i  think  the  increasing  ecological  ruin  ecological  disaster  is  um  is  what's  driving  it  into  you  know  sort  of  this  other  this  other  thing  right  and  so  um  you  know  up  until  now  capitalism  has  been  allowed  to  grow  and  emissurate  people  you  know  on  large  scales  right  like  i  would  say  techno  authoritarianism  that  techno  feudalism  has  been  happening  around  the  world  but  you  know  the  thing  is  the  west  hasn't  been  grappling  with  it  and  now  the  west  must  grapple  with  it
SPEAKER_03,2664.72,2665.1, and  now
SPEAKER_01,2666.98,2723.2, um  and  so  now  we  are  drawn  into  this  situation  where  um  you  know  climate  projections  uh  suggests  some  pretty  technical  things  in  our  very  near  future  and  so  you  know  i  think  some  of  the  most  powerful  among  us  are  seeing  those  signs  and  um  you  know  intensifying  this  grift  intensifying  this  sort  of  culture  of  this  scam  so  that  they  can  get  what  they  get  what  they  can  get  and  leave  the  rest  of  like  you  keep  saying  right  like  get  the  get  what  they  can  and  build  their  you  know  bunkers  and  leave  the  rest  of  us  to  rot  that's  you  know  sort  of  the  the  logical  end  of  or  not  the  logical  end  but  like  the  logical  sort  of  like  next  next  part  or  like  you  know  sort  of  movement  in  that  direction  um
SPEAKER_00,2718.06,2718.9, next
SPEAKER_03,2718.06,2718.9, next
SPEAKER_01,2723.2,2738.02, that  you  know  i  don't  know  marks  talks  about  the  metabolic  rift  right  and  like  this  is  the  metabolic  rift  taken  to  it's  like  extreme  sort  of  like  trajectory  or  conclusion  right  yeah
SPEAKER_00,2737.48,2766.54, yeah  um  it  just  now  you  said  that  uh  you  know  techno  fuelism  has  been  everywhere  in  the  world  i  guess  and  it's  now  coming  back  to  the  u .s  i  guess  and  that's  what  um  sort  of  we  have  to  grapple  with  i  guess  maybe  that  explains  why  um  yeah  like  gana's  spherryfakis  has  um  gain  traction  with  his  metaphor  and  so  on  um  i'm  just  wondering  if  you  could  say  a  bit  more  there  what  has  how  has  it  sort  of  already  been  present  throughout  the  world  i  guess  and  um  uh  what's  what's  changing  about  this  moment  then  so  well
SPEAKER_01,2765.42,2899.92," well  i  mean  that  uh  you  know  this  sort  of  enrollment  of  capitalist  uh  enrollment  of  the  third  world  or  um  you  know  i  don't  want  to  say  the  third  world  don't  put  that  in  the  interview  um  the  enrollment  of  the  global  south  into  capitalist  projects  has  always  been  like  a  fascist  project  right  um  you  know  we  can  think  about  uh  the  hist  like  take  any  example  right  like  you  Indonesia,  Vietnam,  um,  you  know,  African  National  Union,  South  America,  right?  Like  all  of  these,  um,  attempts  to  overthrow  governments  to  overthrow  governments  who  operated  in  a  different  way  than  the  United  States  led  to  significant,  you  know,  imperialist  violence  and  ecological  ruin  of  these  communities  and,  you  know,  a  surveillance  state,  whether  that's,  through,  you  know,  older  types  of  infrastructure  or  through  like  the  provision  of  Facebook  free  basics,  right,  into  these  countries  is,  um,  you  know,  sort  of  part  and  parcel  of  what  I'm  talking  about  here,  right?  And  so,  uh,  that  in  addition  to  the  fact  that  most  of  the  industrial  waste,  like  if  you  even  want  to  just  only  talk  about  technology  products,  right?  Like,  there  are  tons  of  examples  of,  you  know,  all  of  the  industrial  waste,  like,  you  know,  waste  and  offshoring  of  the  production  and  mining  of  technological  materials  and,  you  know,  the  poisonous  after  effects,  and,  you  know,  the  sort  of  difficulties  of  folks  who  grapple  with  these,  you  know,  piles  of  technological  junk  in  their,  in  their  everyday  lives  time  and  time  again  and  all  of  the  health  outcomes  that  exist  from  it.  You  know,  we  could  talk  about  that.  Um,  but  then  there's  also,  like,  just  simple  industrial  waste  that  is  not,  you  know,  like,  oil  refineries  and  petrochemical  plants."
SPEAKER_03,2902.24,2902.64, Yeah.
SPEAKER_00,2904.8,2951.86," Um,  okay,  so  maybe  to  dig  into  the,  um,  like,  chapter  six  and  this  discussion  about,  um,  you  know,  what  we  can  do  about  all  this,  I  guess.  Um,  so,  uh,  I  guess  just  to  think  a  little  about,  about  actors,  you,  um,  you  have  this  quote  from  Luxembourg  about  the  mass  strike,  I  guess,  um,  that,  um,  is  more  than  just  a  strike,  but  it's  also  this  more  transformative,  um,  like  everybody's  participating,  um,  it's  not  limited,  it's  just  like  workers  in  the  most  traditional  sense.  Um,  um,  can  you  talk  about,  uh,  and  then,  and  at  the  end  of  chapter  five,  I  think  you  have  this,  the  section  header  is  called  like  the,  the  user  as  worker,  I  think.  Um,  so  I'm  just  curious  about  if  you  can  talk  about  this  confluence  between,  uh,  workers  and,  you  know,  the,  maybe  the  surplus  class  or  the  people,  consumers  and  people  who  are  not  workers,  I  guess,  um,  how  those  identities  might  come  together,  I  guess,  and,  uh,  what,  what"
SPEAKER_01,2938.2,2938.24," Um,"
SPEAKER_00,2951.86,2954.78," are  sort  of  shared,  uh,  position  to  the  most  of  production  art."
SPEAKER_01,2955.28,2967.72," Yeah.  I  mean,  I  think,  you  know,  I  think  all  of  your  work  on  data  centers  says  a  lot  of,  you  know,  says,  is  a,  is  a,  is  a,  example  of  everything  I'm  going  to  say  here,  right?  Like,  we  are  all,"
SPEAKER_00,2966.26,2966.26, right?
SPEAKER_01,2969.04,2988.4," whether  we  like  it  or  not,  enrolled  in  this  sociotechnical  project.  Right.  Um,  you  know,  you  have  to  have  the  internet  to  get  a,  you  know,  that's  the  sort  of,  what  we're  told  and  what  I  think  many  people  believe  is  that,  like,  you  have  to  have  connectivity  to  make  it  in  this  world."
SPEAKER_03,2988.72,2988.82," Um,"
SPEAKER_01,2989.66,3116.5," and  so,  you  know,  even  if  you're  not  a  tech  worker,  even  if  you're  not,  you  know,  a  white  color  worker  who  uses  a  computer,  you  are  someone  who,  you  know,  likely  has  an  iPhone  or  like  some  sort  of  smartphone  unless  you  consciously  choose  not  to,  um,  or  unless,  you  know,  you  are  in  a  position  where,  you  know,  you  can't  afford  or  have  access  to,  you  know,  some  type  of  technology.  But,  know,  I  think  that  this,  as  we're  all  touched  by  it,  I  think,  you  know,  we  are  all,  we  are  not  the  owners  here.  Like,  we  are,  you  know,  to  put  it  in  vulgar  Marxist  terms,  like,  we  are,  have  no  access  to  the  modes  of  production,  even,  you  know,  tech  workers  have,  you  know,  some,  some  access  to  the  modes  of  production,  but  even  then,  you  know,  if  they  don't,  like,  to  sort  of  use  the  analogy,  if  they  don't  agree  to  the  terms  of  service  in  their  contract,  they're  not  going  to  have  access  to  it  anymore,  right?  And  so,  you  know,  just  like  users,  right?  So,  like,  we  are  all  in  this  same  position  with  the  relation  to  the  modes  of  production  when  we're  thinking  about,  like,  the  production  of,  you  know,  these,  these  sociotechnical  behemoths  that  gain  enormous  amounts  of  wealth  and  extract  enormous  amounts  of,  of  energy  from  our  environment  that,  you  know,  are  powered  by  data  centers  and,  you  know,  minerals  mining  that  that  poison  our  environments,  that  poison  our  people.  And,  you  know,  I  think  increasingly  as  it  affects  our  environment,  there's  no,  there's  no  getting  out  of  the,  the,  your  enrollment  within  this  system,  right?  And  so  I  think  there,  there's  a  lot  of  power  there.  There's  a  lot  of  power  to  be  cultivated  there  in  pushing  back."
SPEAKER_00,3118.78,3148.78," Um,  yeah.  I  lost  my  train  of  thought  here,  but,  uh,  Okay,  so,  um,  just  now  you're,  you're  talking  about  this,  um,  sort  of  shared  need  for  solidarity,  I  guess,  this  shared  position,  even  if  we're  not,  even  if  we  don't  have  the  same  exact  relation,  we  are,  um,  there's  a  basic  truth  that,  uh,  you  know,  there,  there  are  capitalists  and,  and  there  are  the  rest  of  us,  I  guess,  um,"
SPEAKER_03,3145.24,3145.7," know,"
SPEAKER_00,3149.7,3161.84," it  seems  that  that  that  basic  truth  has  been  true  for,  like,  all  of  capitalism's  existence,  I  guess,  so,  so  I'm  curious.  about  how  that,  um,  any  part  of  that  might  have  shifted,  I  guess,  in  our  particular  historical  moment,  or  in  this,  yeah."
SPEAKER_01,3162.6,3162.84, Scale.
SPEAKER_00,3162.6,3162.84, Scale.
SPEAKER_01,3164.86,3221.38," Scaling  technologies.  Like,  that's  what's  at  the  core  of  all  of  this,  right?  And  like,  capitalism  has  always  wanted  scale,  but  now  it's  finally  achieved  it  in  a  way  that  you  know,  introduced  this  metabolic  rift  that  is  impossible  for  everybody  to  ignore.  That  everybody  must  reckon  with  it.  you  know,  if  that's  through  refusal  or  resistance  or  not  being  able  to  access  it,  even  though  you  would  like  to  or,  you  know,  whatever,  um,  you  have  to  reckon  with  it.  And  so,  you  know,  the,  the  fact  that  these  technologies  reach  across  the  globe,  that,  you  know,  we're  able,  like,  that  companies  can  extract  data  from  us  and  know,  everything  about  everything  we  do  is,  I  think,  what's  different."
SPEAKER_00,3224.74,3234.62," So  you're  saying  that  that's,  like,  it  being  able  to  extract  value  out  of  every  part  of  our  lives,  that  wasn't  the  case,  maybe  pre -internet,  I  guess.  Right,"
SPEAKER_01,3234.34,3278.22," Right,  right.  And,  like,  increasingly  the  ability  to,  like,  introduce  sensors  into  every  single  thing.  and  to  be  able  to  communicate  that  flawlessly  back  to,  you  know,  even  if  it's  a  decentralized  hub,  like,  you  know,  a  place,  a  sort  of  company  that  has  record  of  everything  that  you  do,  right?  And  can  be  extracted  at  the  drop  of  a  hat  if  there  is,  you  know,  say  a  warrant  because  you  are  suspected  of  being,  um,  know,  a  terrorist  or  participating  in,  uh,  anti -fascist  activities,  right?"
SPEAKER_00,3279.94,3317.06," Yeah.  Um,  okay,  so,  you  know,  I'm  amidst  this  kind  of  hellscape,  I  guess,  like,  your,  um,  most  of  your  book,  I  think  is,  is,  is,  is,  is  focused  on  the  possibilities,  like,  it's  both  in  the  specific  case  sites,  and  then,  um,  you  know,  towards  the  end,  it's,  it's  more,  um,  of  the  central  focus.  I,  um,  co -ops  are,  like,  a  really  big  feature  here,  I  guess.  Um,  and  so  I'm  just,  uh,  I'm  just,  give  us  a  brief  overview  of,  um,  what  you  see  in  co -ops  and  their  potential.  Um,  and  then,  of  course,  it  is  this  perennial,  um,  like,  question  or  slash  criticism  about,  like,  how  do  we  achieve  scale  and  take  over  the  world,  I  guess,  with,  um,  the  beginning  with  the  co -ops,  I  guess,  or,  or,  uh,  so.  Yeah."
SPEAKER_01,3316.82,3328.18," or,  uh,  so.  Yeah.  And,  like,  in  this  book,  I'm  looking  more,  you  know,  I  don't  suggest,  like,  a  perfect  way  for  it.  I'm  certainly  not  interested  in  state  policy,"
SPEAKER_02,3328.54,3329.02, but
SPEAKER_01,3328.54,3369.7," but  I'm  looking  for  examples  that  might  a  way  forward  or  that  can  help  us  think  about,  you  know,  organizing  possibilities,  right?  And  so,  um,  I  think,  you  know,  in  the  book,  I  admit,  I'm  like,  most  of  these  examples  are,  you  know,  some  sort  of  negotiated  socialist,  even  though  some  of  these  groups  would  definitely  not  call  themselves,  like  these  co -ups  would  not  call  themselves  socialist,  but  like  in  their  very  form  of,  like,  member -driven,  decision -making,  uh,  and  like,  bottom -up  participation  in  these  activities,  like,  they  are  kind  of,  right?"
SPEAKER_03,3369.94,3370.06, Yeah.
SPEAKER_01,3370.32,3380.3," Um,  and  they  get  money  from  the  government  to,  you  know,  do  their  work,  whatever.  Um,  and  so,  you  know,  I  admit  that,  like,  these  are  at  best,  like,  sort  of,  like,"
SPEAKER_03,3372.72,3373.34," to,"
SPEAKER_01,3382.6,3421.7," arms -length  socialist  examples.  Some  of  them  are  more  explicitly  socialist  examples.  Some  of  them  are,  you  know,  outright,  more  radical  examples.  Um,  But  I  think,  you  know,  that  sort  of,  like,  bottom -up  organization  and  control  over  infrastructure  is  what's  important  and  what  I  want  to  draw  attention  to,  that  it  is  possible,  that  people  do  it,  that  people  who  don't  have,  like,  a  particular  affiliation  toward,  like,  know,  articulating  their  political  persuasions  as  socialist,  like,  are  still  participating  in  these  schemes,  right?  Right."
SPEAKER_02,3421.44,3421.7, Right.
SPEAKER_01,3422.34,3566.82," So,  um,  there's  a  lot  of  possibility  there.  I  think  infrastructure  is  something  that  is  legible  to  everyone,  or  at  least  touches  everyone,  and  thus  is  a  possibility  for  broad -based  organizing,  um,  an  internet  infrastructure,  particularly.  Like,  I'm  focused  on  internet  infrastructure  here,  but  like,  I'm  really  talking  about  how  technology  is  intertwined  in,  like,  all  of  these  infrastructural  concerns,  right?  And,  like,  thinking  about  infrastructure  is  a  really  good  place  for  thinking  about  organizing.  And  so,  so  that's  why  cooperatives.  Also,  like,  in  the,  I  don't  know,  mid -20  teens,  there  are  tons  of  people  talking  about,  like,  application  layer  cooperatives.  And  that  always  ends  in,  like,  some  sort  of,  you  know,  they  haven't  taken  off,  right?  Like,  there  are  some  examples,  right,  like,  that  you  can  engage  with,  but  they  really  haven't  taken  off  because,  you  know,  going  back  to  what  I  was  talking  about  earlier,  at  the  deeper  layers  of  internet  infrastructure,  they're  not  always  run  as  cooperatives,  right?  So,  like,  my  argument  is,  you  know,  I'm  not  suggesting  a  way  forward.  You  know,  I'm  not  interested  in  the  perfect  way  forward,  but,  like,  if  I  were,  everybody  always  asked  me,  like,  what  do  I  want,  right?  So,  like,  I  want  collectivized  materials  and  labor.  and  resources  that  go  into  infrastructure,  I  want,  you  know,  different  parts  of  infrastructure  that  can't  be  run  at  scale  in  this  way  to  be  either,  you  know,  given  to  the  nations  that  own  them  or  to  let  them  break,  right?  Like,  because  scale  is  the  problem  here.  we  can  think  about  leaned -in -winner  and  appropriate  technologies,  like,  You  know,  if  you  want  to,  if  you  want  to  build,  like,  a  local  cooperative  or  something  that  runs  on  top  of  a  cooperative  network,  much  like,  you  know,  these  organizations  do  in  these  areas,  like,  okay,  fine.  But,  like,  maybe  you  don't  need  Netflix.  Yeah.  So  that's  sort  of  what  I'm  getting.  I  don't  know.  Did  I  answer  your  question?  Yeah.  I  kind  of  lost  it.  Yeah."
SPEAKER_00,3565.58,3582.62," Yeah.  I  kind  of  lost  it.  Yeah.  So  I  guess  maybe  the  other  major  set  of,  you  know,  actors  that  exist  today  that  that,  you  know,  represent  both  these,  like,  a  lot  of  problems,  but  also  these  possibilities  are,  like,  the,  are  labor  unions."
SPEAKER_00,3583.3,3599.58," Yeah.  So  I'm  curious  if  you  feel  that,  yeah,  are  there  particular  things  that  co -ops,  like,  practice  that,  you  know,  labor  unions  could  learn  a  thing  or  two  from,  I  guess,  or  if  it's  that,  you  know,  grasping  things  at  the  roots,  I  guess,  or,  yeah."
SPEAKER_02,3583.3,3583.48, Yeah.
SPEAKER_01,3599.68,3606.4," Yeah,  I  mean,  I  think  this  notion  of,  like,  bottom -up  organizing  and"
