start,end,speaker,text
1222.5,1222.68,SPEAKER_01, it
1222.68,1222.92,SPEAKER_01, talks
1222.92,1223.12,SPEAKER_01, about
1223.12,1223.46,SPEAKER_01, stuff
1223.46,1223.68,SPEAKER_01, at
1223.68,1223.8,SPEAKER_01, the
1223.8,1224.1,SPEAKER_01, level
1224.1,1224.34,SPEAKER_01, of
1224.34,1224.52,SPEAKER_01, like
1224.52,1224.84,SPEAKER_01, capital
1224.84,1225.06,SPEAKER_01, P
1225.06,1225.6,SPEAKER_01," policy,"
1225.84,1225.92,SPEAKER_01, like
1225.92,1226.3,SPEAKER_01, state
1226.3,1227.0,SPEAKER_01," policy,"
1227.6,1227.72,SPEAKER_01, like
1227.72,1228.12,SPEAKER_01, stuff
1228.12,1228.44,SPEAKER_01," that,"
1228.62,1228.74,SPEAKER_01, you
1228.74,1228.86,SPEAKER_01," know,"
1229.0,1229.24,SPEAKER_01, goes
1229.24,1229.46,SPEAKER_01, in
1229.46,1229.94,SPEAKER_01, writing
1229.94,1230.84,SPEAKER_01, and
1228.62,1228.74,SPEAKER_00, you
1228.74,1228.86,SPEAKER_00," know,"
1229.94,1230.84,SPEAKER_01, and
1230.84,1232.24,SPEAKER_01, that
1230.84,1232.24,SPEAKER_01, that
1232.24,1232.48,SPEAKER_01, is
1232.48,1232.82,SPEAKER_01, supposed
1232.82,1233.18,SPEAKER_01," to,"
1233.28,1233.42,SPEAKER_01, and
1233.42,1233.9,SPEAKER_01," does,"
1234.02,1234.7,SPEAKER_01, you
1234.7,1234.82,SPEAKER_01," know,"
1234.94,1235.2,SPEAKER_01, shape
1235.2,1235.36,SPEAKER_01, a
1235.36,1235.52,SPEAKER_01, lot
1235.52,1235.72,SPEAKER_01, of
1235.72,1235.96,SPEAKER_01," the,"
1237.44,1237.94,SPEAKER_01, sociotechnical
1237.94,1238.42,SPEAKER_01, context
1238.42,1238.82,SPEAKER_01, that
1238.82,1239.04,SPEAKER_01, they're
1239.04,1239.28,SPEAKER_01," talking,"
1239.4,1239.5,SPEAKER_01, you
1239.5,1239.6,SPEAKER_01," know,"
1239.84,1239.84,SPEAKER_01, that
1239.84,1240.54,SPEAKER_01," STS,"
1240.7,1240.82,SPEAKER_01," um,"
1242.2,1242.2,SPEAKER_01," uh,"
1242.56,1242.56,SPEAKER_01, talks
1242.56,1242.92,SPEAKER_01, about.
1243.46,1243.96,SPEAKER_01," But,"
1244.58,1244.64,SPEAKER_01," um,"
1245.36,1245.48,SPEAKER_01, I
1245.48,1246.02,SPEAKER_01," think,"
1246.46,1247.12,SPEAKER_01, I
1247.12,1247.36,SPEAKER_01, just
1247.36,1247.58,SPEAKER_01, had
1247.58,1247.72,SPEAKER_01," it,"
1247.8,1247.9,SPEAKER_01, and
1247.9,1248.04,SPEAKER_01, then
1248.04,1248.16,SPEAKER_01, it
1248.16,1248.48,SPEAKER_01," lost,"
1248.8,1248.88,SPEAKER_01, I
1248.88,1249.54,SPEAKER_01, left
1249.54,1249.86,SPEAKER_01, me.
1250.68,1250.76,SPEAKER_01," Um,"
1252.9,1253.04,SPEAKER_01, talking
1253.04,1253.3,SPEAKER_01, about
1253.3,1253.8,SPEAKER_01, STS
1253.8,1254.6,SPEAKER_01," contexts,"
1255.4,1255.46,SPEAKER_01," um,"
1256.16,1256.52,SPEAKER_01, and
1256.52,1259.5,SPEAKER_01, maybe
1256.52,1259.5,SPEAKER_01, maybe
1259.5,1259.62,SPEAKER_01, it'll
1259.62,1259.76,SPEAKER_01, come
1259.76,1260.06,SPEAKER_01, back.
1260.42,1260.78,SPEAKER_01," And,"
1260.86,1260.96,SPEAKER_01," um,"
1261.42,1261.56,SPEAKER_01, there
1261.56,1261.66,SPEAKER_01, was
1261.66,1261.86,SPEAKER_01, something
1261.86,1262.2,SPEAKER_01," really,"
1262.48,1262.54,SPEAKER_01, that
1262.54,1262.62,SPEAKER_01, I
1262.62,1262.8,SPEAKER_01, thought
1262.8,1262.94,SPEAKER_01, was
1262.94,1263.18,SPEAKER_01," cool,"
1263.36,1263.46,SPEAKER_01," but,"
1263.8,1263.8,SPEAKER_01," um,"
1269.08,1269.08,SPEAKER_01, and
1269.08,1269.16,SPEAKER_01, I
1269.16,1269.34,SPEAKER_01," think,"
1269.44,1269.56,SPEAKER_01," okay,"
1269.78,1269.78,SPEAKER_01, so
1269.78,1269.96,SPEAKER_01, it
1269.96,1270.3,SPEAKER_01, focuses
1270.3,1270.64,SPEAKER_01, on
1270.64,1271.3,SPEAKER_01," policy,"
1271.54,1271.54,SPEAKER_01, like
1271.54,1271.86,SPEAKER_01, capital
1271.86,1272.1,SPEAKER_01, P
1272.1,1272.64,SPEAKER_01," policy,"
1273.12,1273.14,SPEAKER_01, but
1273.14,1273.26,SPEAKER_01, it
1273.26,1273.56,SPEAKER_01, doesn't
1273.56,1273.78,SPEAKER_01, really
1273.78,1274.28,SPEAKER_01, focus
1274.28,1274.6,SPEAKER_01, on
1274.6,1275.74,SPEAKER_01," like,"
1276.34,1277.94,SPEAKER_01, capital
1277.94,1277.96,SPEAKER_01, P
1277.96,1277.96,SPEAKER_01," policy,"
1277.96,1277.96,SPEAKER_01, but
1277.96,1277.96,SPEAKER_01, it
1277.96,1277.96,SPEAKER_01, doesn't
1277.96,1277.96,SPEAKER_01, really
1277.96,1277.96,SPEAKER_01, focus
1277.96,1277.96,SPEAKER_01," on,"
1277.96,1277.96,SPEAKER_01," like,"
1277.96,1278.56,SPEAKER_01, contestation
1278.56,1279.74,SPEAKER_01, and
1278.56,1279.74,SPEAKER_01, and
1279.74,1280.24,SPEAKER_01, bottom
1280.24,1280.92,SPEAKER_01," up,"
1283.38,1283.44,SPEAKER_01," like,"
1283.84,1283.84,SPEAKER_01," how,"
1284.4,1284.6,SPEAKER_01, how
1284.6,1285.02,SPEAKER_01, people
1285.02,1285.5,SPEAKER_01, might
1285.5,1286.04,SPEAKER_01, contest
1286.04,1286.7,SPEAKER_01, and
1286.7,1287.54,SPEAKER_01, enact
1287.54,1287.88,SPEAKER_01, their
1287.88,1288.34,SPEAKER_01," own,"
1288.4,1288.8,SPEAKER_01, you
1288.8,1289.02,SPEAKER_01," know,"
1290.06,1290.46,SPEAKER_01, desires
1290.46,1291.02,SPEAKER_01," will,"
1291.58,1291.64,SPEAKER_01, you
1291.64,1291.78,SPEAKER_01," know,"
1291.98,1292.4,SPEAKER_01, politics
1292.4,1293.08,SPEAKER_01, on
1293.08,1293.32,SPEAKER_01, these
1293.32,1293.86,SPEAKER_01, systems
1293.86,1294.26,SPEAKER_01, in
1294.26,1294.38,SPEAKER_01, a
1294.38,1294.56,SPEAKER_01, way
1294.56,1294.78,SPEAKER_01," that,"
1294.94,1294.94,SPEAKER_01," like,"
1295.14,1295.14,SPEAKER_01, is
1295.14,1295.58,SPEAKER_01, outside
1295.58,1296.1,SPEAKER_01," of,"
1296.1,1296.1,SPEAKER_01, you
1296.1,1296.1,SPEAKER_01," know,"
1296.1,1296.1,SPEAKER_01, you
1296.1,1296.1,SPEAKER_01," know,"
1296.1,1296.3,SPEAKER_01, of
1296.3,1297.06,SPEAKER_01, capital
1297.06,1297.32,SPEAKER_01, P
1297.32,1298.04,SPEAKER_01," policy,"
1298.52,1298.52,SPEAKER_01, right?
1299.26,1299.3,SPEAKER_01," Um,"
1300.26,1300.26,SPEAKER_01, you
1300.26,1300.42,SPEAKER_01," know,"
1300.6,1300.68,SPEAKER_01, at
1300.68,1301.0,SPEAKER_01," best,"
1301.14,1301.18,SPEAKER_01, we're
1301.18,1301.42,SPEAKER_01, talking
1301.42,1301.76,SPEAKER_01," about,"
1301.82,1302.08,SPEAKER_01," like,"
1302.56,1302.56,SPEAKER_01, how
1302.56,1303.04,SPEAKER_01, designers
1303.04,1303.34,SPEAKER_01, make
1303.34,1303.9,SPEAKER_01, decisions
1303.9,1304.22,SPEAKER_01, and
1304.22,1304.4,SPEAKER_01," every,"
1304.54,1304.62,SPEAKER_01, you
1304.62,1304.74,SPEAKER_01, know
1304.74,1304.88,SPEAKER_01, what
1304.88,1304.96,SPEAKER_01, I
1304.96,1305.16,SPEAKER_01," mean,"
1305.36,1305.38,SPEAKER_01, but
1305.38,1305.7,SPEAKER_01," like,"
1306.42,1306.64,SPEAKER_01, there's
1306.64,1306.94,SPEAKER_01," that,"
1307.14,1307.16,SPEAKER_01, but
1307.16,1307.52,SPEAKER_01, there's
1307.52,1307.98,SPEAKER_01," also,"
1308.74,1308.78,SPEAKER_01, you
1308.78,1308.9,SPEAKER_01," know,"
1309.12,1309.34,SPEAKER_01, how
1309.34,1309.78,SPEAKER_01, can
1309.78,1310.36,SPEAKER_01, users
1310.36,1311.0,SPEAKER_01, push
1311.0,1311.42,SPEAKER_01," back,"
1311.6,1311.68,SPEAKER_01, how
1311.68,1312.02,SPEAKER_01," can't,"
1312.06,1312.1,SPEAKER_01, you
1312.1,1312.22,SPEAKER_01," know,"
1312.42,1312.42,SPEAKER_01," like,"
1312.6,1312.6,SPEAKER_01," there,"
1313.1,1313.1,SPEAKER_01," there,"
1314.02,1314.36,SPEAKER_01, there's
1314.36,1314.76,SPEAKER_01, many
1314.76,1315.18,SPEAKER_01, ways
1315.18,1315.36,SPEAKER_01, to
1315.36,1315.6,SPEAKER_01, bring
1315.6,1315.76,SPEAKER_01, the
1315.76,1316.22,SPEAKER_01, fragments
1316.22,1316.74,SPEAKER_01," together,"
1317.46,1317.68,SPEAKER_01," um,"
1317.98,1317.98,SPEAKER_01, and
1317.98,1318.12,SPEAKER_01, to
1318.12,1318.38,SPEAKER_01, think
1318.38,1318.76,SPEAKER_01, about
1318.76,1319.36,SPEAKER_01," people,"
1319.6,1319.74,SPEAKER_01, not
1319.74,1319.94,SPEAKER_01, just
1319.94,1320.08,SPEAKER_01, as
1320.08,1320.3,SPEAKER_01, sort
1320.3,1320.52,SPEAKER_01, of
1320.52,1320.72,SPEAKER_01, like
1320.72,1321.7,SPEAKER_01, subsets
1321.7,1321.9,SPEAKER_01, or
1321.9,1322.34,SPEAKER_01, subjects
1322.34,1322.56,SPEAKER_01, of
1322.56,1323.24,SPEAKER_01," technology,"
1323.54,1323.54,SPEAKER_01, but
1323.54,1323.8,SPEAKER_01, as
1323.8,1324.08,SPEAKER_01," like,"
1324.28,1324.38,SPEAKER_01, as
1324.38,1324.8,SPEAKER_01," real,"
1325.64,1325.64,SPEAKER_01," um,"
1327.26,1327.26,SPEAKER_01, you
1327.26,1327.52,SPEAKER_01," know,"
1328.44,1328.48,SPEAKER_01, I
1328.48,1328.66,SPEAKER_01, guess
1328.66,1329.2,SPEAKER_01, drivers
1329.2,1329.72,SPEAKER_01," of,"
1329.92,1330.08,SPEAKER_01, of
1330.08,1330.4,SPEAKER_01, what
1330.4,1331.0,SPEAKER_01, policy
1331.0,1331.28,SPEAKER_01, can
1331.28,1331.76,SPEAKER_01," become,"
1332.92,1333.06,SPEAKER_01," um,"
1333.42,1333.52,SPEAKER_01," that,"
1333.7,1333.78,SPEAKER_01," like,"
1333.94,1334.18,SPEAKER_01," yes,"
1334.38,1334.74,SPEAKER_01, STS
1334.74,1335.02,SPEAKER_01, does
1335.02,1335.28,SPEAKER_01, speak
1335.28,1335.42,SPEAKER_01, to
1335.42,1335.62,SPEAKER_01," this,"
1335.7,1335.82,SPEAKER_01, but
1335.82,1336.04,SPEAKER_01, it's
1336.04,1336.32,SPEAKER_01, not
1336.32,1336.74,SPEAKER_01, laden
1336.74,1336.96,SPEAKER_01," with,"
1336.98,1337.12,SPEAKER_01," like,"
1337.52,1337.52,SPEAKER_01, political
1337.52,1337.92,SPEAKER_01, power
1337.92,1338.12,SPEAKER_01, in
1338.12,1338.3,SPEAKER_01, the
1338.3,1338.44,SPEAKER_01, same
1338.44,1338.7,SPEAKER_01, way
1338.7,1338.92,SPEAKER_01, that
1338.92,1339.06,SPEAKER_01, I
1339.06,1339.26,SPEAKER_01, think
1339.26,1339.42,SPEAKER_01, it
1339.42,1339.94,SPEAKER_01, is
1339.94,1340.54,SPEAKER_01, encampion
1340.54,1341.58,SPEAKER_01," with,"
1341.62,1341.78,SPEAKER_01," like,"
1342.12,1342.58,SPEAKER_01, Marxist
1342.58,1343.14,SPEAKER_01, historical
1343.14,1343.84,SPEAKER_01, materialism.
1342.58,1343.14,SPEAKER_00, historical
1344.36,1344.8,SPEAKER_00," Yeah,"
1345.26,1345.26,SPEAKER_00, totally.
1346.56,1347.02,SPEAKER_00," Um,"
1347.44,1347.56,SPEAKER_00," yeah,"
1347.64,1347.64,SPEAKER_00," um,"
1347.64,1347.64,SPEAKER_00," yeah,"
1347.78,1347.78,SPEAKER_00, I
1347.78,1347.94,SPEAKER_00, feel
1347.94,1348.04,SPEAKER_00, like
1348.04,1348.16,SPEAKER_00, the
1348.16,1348.52,SPEAKER_00, other
1348.52,1348.72,SPEAKER_00, thing
1348.72,1348.98,SPEAKER_00," that,"
1349.54,1349.54,SPEAKER_00," um,"
1350.86,1350.94,SPEAKER_00," like,"
1351.08,1351.08,SPEAKER_00, of
1351.08,1351.16,SPEAKER_00, that
1351.16,1351.36,SPEAKER_00," I,"
1351.56,1351.56,SPEAKER_00, I
1351.56,1351.72,SPEAKER_00, associate
1351.72,1351.92,SPEAKER_00, with
1351.92,1352.32,SPEAKER_00," Marxist,"
1352.34,1352.7,SPEAKER_00, that
1352.7,1352.86,SPEAKER_00, your
1352.86,1353.14,SPEAKER_00, book
1353.14,1353.56,SPEAKER_00, took
1353.56,1353.76,SPEAKER_00, on
1353.76,1353.86,SPEAKER_00," is,"
1354.14,1354.26,SPEAKER_00," like,"
1354.5,1354.5,SPEAKER_00," um,"
1355.42,1355.5,SPEAKER_00," like,"
1355.6,1355.6,SPEAKER_00," um,"
1355.6,1355.6,SPEAKER_00, like
1355.6,1355.6,SPEAKER_00, in
1355.6,1355.72,SPEAKER_00, the
1355.72,1356.02,SPEAKER_00, introduction
1356.02,1356.18,SPEAKER_00, to
1356.18,1356.28,SPEAKER_00, the
1356.28,1356.6,SPEAKER_00," gruntries,"
1356.76,1357.1,SPEAKER_00, Marks
1357.1,1357.24,SPEAKER_00," has,"
1357.52,1357.52,SPEAKER_00," like,"
1358.22,1358.24,SPEAKER_00, you
1358.24,1358.34,SPEAKER_00," know,"
1358.52,1358.54,SPEAKER_00, he
1358.54,1359.02,SPEAKER_00, chooses
1359.02,1359.22,SPEAKER_00, the
1359.22,1359.84,SPEAKER_00, example
1359.84,1360.02,SPEAKER_00," of,"
1360.02,1360.1,SPEAKER_00," like,"
1360.54,1360.54,SPEAKER_00, population.
1360.7,1360.7,SPEAKER_00, He
1360.7,1360.86,SPEAKER_00," says,"
1360.98,1361.0,SPEAKER_00," like,"
1361.18,1361.18,SPEAKER_00, this
1361.18,1361.34,SPEAKER_00," is,"
1361.92,1362.36,SPEAKER_00, you
1362.36,1362.48,SPEAKER_00," know,"
1362.74,1362.86,SPEAKER_00, it
1362.86,1363.2,SPEAKER_00," appears,"
1363.52,1363.64,SPEAKER_00," um,"
1364.04,1364.1,SPEAKER_00, you
1364.1,1364.32,SPEAKER_00, can't
1364.32,1364.42,SPEAKER_00, take
1364.42,1364.52,SPEAKER_00, it
1364.52,1364.64,SPEAKER_00, just
1364.64,1364.78,SPEAKER_00, as
1364.78,1364.98,SPEAKER_00, it
1364.98,1365.16,SPEAKER_00," appears,"
1365.28,1365.28,SPEAKER_00, I
1365.28,1365.38,SPEAKER_00," guess,"
1365.54,1365.54,SPEAKER_00, and
1365.54,1365.62,SPEAKER_00, you
1365.62,1365.74,SPEAKER_00, have
1365.74,1365.88,SPEAKER_00, to
1365.88,1366.54,SPEAKER_00, decompose
1366.54,1366.7,SPEAKER_00, it
1366.7,1366.88,SPEAKER_00, into
1366.88,1367.18,SPEAKER_00," its,"
1368.04,1368.1,SPEAKER_00, you
1368.1,1368.18,SPEAKER_00," know,"
1368.62,1368.62,SPEAKER_00, abstract
1368.62,1369.52,SPEAKER_00, components.
1369.76,1369.76,SPEAKER_00, You
1369.76,1369.88,SPEAKER_00, have
1369.88,1369.96,SPEAKER_00, to
1369.96,1370.28,SPEAKER_00, understand
1370.28,1370.44,SPEAKER_00, how
1370.44,1370.7,SPEAKER_00," it's,"
1370.94,1370.96,SPEAKER_00," uh,"
1371.16,1371.3,SPEAKER_00, these
1371.3,1371.5,SPEAKER_00, things
1371.5,1371.64,SPEAKER_00, come
1371.64,1371.94,SPEAKER_00," together,"
1372.18,1372.26,SPEAKER_00," basically,"
1372.46,1372.46,SPEAKER_00, and
1372.46,1372.72,SPEAKER_00, sort
1372.72,1372.82,SPEAKER_00, of
1372.82,1373.08,SPEAKER_00, reconstruct
1373.08,1373.42,SPEAKER_00, it.
1373.5,1373.6,SPEAKER_00, And
1373.6,1374.2,SPEAKER_00, that's
1374.2,1374.34,SPEAKER_00," also,"
1374.54,1374.58,SPEAKER_00," like,"
1374.76,1374.76,SPEAKER_00, this
1374.76,1375.1,SPEAKER_00, historical
1375.1,1375.52,SPEAKER_00, process.
1375.66,1375.68,SPEAKER_00, You
1375.68,1375.76,SPEAKER_00, have
1375.76,1375.82,SPEAKER_00, to
1375.82,1375.94,SPEAKER_00, pay
1375.94,1376.18,SPEAKER_00, attention
1376.18,1376.34,SPEAKER_00, to
1376.34,1376.4,SPEAKER_00, the
1376.4,1376.64,SPEAKER_00, conquering
1376.64,1377.12,SPEAKER_00, conditions.
1377.68,1377.9,SPEAKER_00," Um,"
1378.1,1378.16,SPEAKER_00, and
1378.16,1378.28,SPEAKER_00, then
1378.28,1378.4,SPEAKER_00, in
1378.4,1378.52,SPEAKER_00, your
1378.52,1378.78,SPEAKER_00," book,"
1379.12,1379.12,SPEAKER_00," uh,"
1379.54,1379.7,SPEAKER_00," it's,"
1379.94,1380.14,SPEAKER_00, you
1380.14,1380.66,SPEAKER_00, try
1380.66,1380.82,SPEAKER_00, to
1380.82,1381.44,SPEAKER_00, do
1381.44,1381.62,SPEAKER_00, this
1381.62,1382.02,SPEAKER_00, similar
1382.02,1382.26,SPEAKER_00, approach
1382.26,1382.38,SPEAKER_00, where
1382.38,1382.68,SPEAKER_00, you're
1382.68,1383.16,SPEAKER_00, not
1383.16,1383.32,SPEAKER_00, just
1383.32,1383.48,SPEAKER_00, looking
1383.48,1383.62,SPEAKER_00, at
1383.62,1383.76,SPEAKER_00, like
1383.76,1383.92,SPEAKER_00, one
1383.92,1384.18,SPEAKER_00, layer
1384.18,1384.34,SPEAKER_00, of
1384.34,1384.54,SPEAKER_00, the
1384.54,1385.16,SPEAKER_00," stack,"
1385.28,1385.28,SPEAKER_00, I
1385.28,1385.38,SPEAKER_00," guess,"
1385.52,1385.52,SPEAKER_00, but
1385.52,1385.76,SPEAKER_00, trying
1385.76,1386.02,SPEAKER_00," to,"
1386.58,1386.72,SPEAKER_00," um,"
1387.14,1387.22,SPEAKER_00, you
1387.22,1387.34,SPEAKER_00," know,"
1387.56,1387.62,SPEAKER_00, get
1387.62,1387.76,SPEAKER_00, this
1387.76,1387.9,SPEAKER_00, whole
1387.9,1388.26,SPEAKER_00, entire
1388.26,1388.54,SPEAKER_00," picture,"
1388.66,1388.66,SPEAKER_00, I
1388.66,1388.74,SPEAKER_00," guess,"
1389.06,1389.08,SPEAKER_00, that
1389.08,1389.26,SPEAKER_00, goes
1389.26,1389.4,SPEAKER_00, all
1389.4,1389.5,SPEAKER_00, the
1389.5,1389.52,SPEAKER_00, way
1389.52,1389.7,SPEAKER_00, down
1389.7,1389.96,SPEAKER_00," to,"
1390.5,1390.7,SPEAKER_00," um,"
1390.98,1391.0,SPEAKER_00, you
1391.0,1391.08,SPEAKER_00," know,"
1391.24,1391.24,SPEAKER_00, these
1391.24,1391.44,SPEAKER_00, very
1391.44,1391.86,SPEAKER_00, material
1391.86,1392.1,SPEAKER_00, and
1392.1,1392.24,SPEAKER_00, very
1392.24,1392.56,SPEAKER_00, specific
1392.56,1393.16,SPEAKER_00," geographical,"
1393.56,1393.66,SPEAKER_00," uh,"
1394.18,1394.18,SPEAKER_00," context,"
1394.4,1394.4,SPEAKER_00, I
1394.4,1394.58,SPEAKER_00, guess.
1394.82,1394.82,SPEAKER_00," Um,"
1395.44,1395.56,SPEAKER_00, so
1395.56,1395.82,SPEAKER_00, I
1395.82,1395.98,SPEAKER_00, guess
1395.98,1396.18,SPEAKER_00," to,"
1396.66,1396.68,SPEAKER_00," um,"
1397.26,1397.78,SPEAKER_00, my
1397.78,1398.04,SPEAKER_00, question
1398.04,1398.22,SPEAKER_00," is,"
1398.42,1398.42,SPEAKER_00," uh,"
1398.64,1398.7,SPEAKER_00, I
1398.7,1398.94,SPEAKER_00," guess,"
1399.3,1399.32,SPEAKER_00," um,"
1399.44,1399.58,SPEAKER_00, why
1399.58,1399.7,SPEAKER_00, you
1399.7,1399.9,SPEAKER_00, felt
1399.9,1400.1,SPEAKER_00, that
1400.1,1400.26,SPEAKER_00, it's
1400.26,1400.42,SPEAKER_00, kind
1400.42,1400.5,SPEAKER_00, of
1400.5,1400.68,SPEAKER_00," like,"
1401.08,1401.3,SPEAKER_00," um,"
1401.36,1401.46,SPEAKER_00, why
1401.46,1401.58,SPEAKER_00, you
1401.58,1401.7,SPEAKER_00, felt
1401.7,1401.76,SPEAKER_00, you
1401.76,1401.86,SPEAKER_00, had
1401.86,1401.94,SPEAKER_00, to
1401.94,1402.04,SPEAKER_00, get
1402.04,1402.22,SPEAKER_00, down
1402.22,1402.34,SPEAKER_00, to
1402.34,1402.42,SPEAKER_00, the
1402.42,1402.8,SPEAKER_00, infrastructure
1402.8,1403.06,SPEAKER_00, in
1403.06,1403.22,SPEAKER_00, order
1403.22,1403.46,SPEAKER_00," to,"
1403.7,1404.08,SPEAKER_00," um,"
1404.2,1404.32,SPEAKER_00," to,"
1404.48,1404.5,SPEAKER_00," like,"
1404.62,1404.74,SPEAKER_00, you
1404.74,1404.84,SPEAKER_00," know,"
1404.92,1404.96,SPEAKER_00, the
1404.96,1405.28,SPEAKER_00, cables
1405.28,1405.52,SPEAKER_00, and
1405.52,1405.72,SPEAKER_00," the,"
1406.0,1406.0,SPEAKER_00," um,"
1406.82,1406.98,SPEAKER_00," protocols,"
1407.16,1407.22,SPEAKER_00, et
1407.22,1407.32,SPEAKER_00, cetera
1407.32,1407.68,SPEAKER_00, in
1407.68,1407.86,SPEAKER_00, order
1407.86,1408.1,SPEAKER_00, to
1408.1,1408.34,SPEAKER_00, talk
1408.34,1408.58,SPEAKER_00, about
1408.58,1409.2,SPEAKER_00," the,"
1409.36,1409.52,SPEAKER_00, you
1409.52,1409.66,SPEAKER_00," know,"
1409.88,1409.9,SPEAKER_00, the
1409.9,1410.48,SPEAKER_00, politics
1410.48,1410.66,SPEAKER_00, of
1410.66,1410.74,SPEAKER_00, the
1410.74,1410.98,SPEAKER_00," internet,"
1411.16,1411.16,SPEAKER_00, I
1411.16,1411.32,SPEAKER_00, guess.
1411.48,1411.76,SPEAKER_01, Yeah.
1412.48,1413.0,SPEAKER_01," Yeah,"
1413.64,1413.64,SPEAKER_01," so,"
1413.86,1413.96,SPEAKER_01, you
1413.96,1414.04,SPEAKER_01," know,"
1414.14,1414.18,SPEAKER_01, I
1414.18,1414.36,SPEAKER_01, think
1414.36,1414.48,SPEAKER_01, a
1414.48,1414.64,SPEAKER_01, lot
1414.64,1414.76,SPEAKER_01, of
1414.76,1414.98,SPEAKER_01, people
1414.98,1415.28,SPEAKER_01, like
1415.28,1415.44,SPEAKER_01, to
1415.44,1415.94,SPEAKER_01, focus
1415.94,1416.18,SPEAKER_01, on
1416.18,1417.18,SPEAKER_01, technology
1417.18,1417.94,SPEAKER_01, or
1417.94,1418.06,SPEAKER_01, the
1418.06,1418.66,SPEAKER_01," internet,"
1418.96,1419.12,SPEAKER_01, like
1419.12,1419.26,SPEAKER_01, to
1419.26,1419.66,SPEAKER_01, focus
1419.66,1419.98,SPEAKER_01," on,"
1420.18,1420.18,SPEAKER_01, like
1420.18,1420.18,SPEAKER_01, to
1420.18,1420.18,SPEAKER_01, focus
1420.18,1420.18,SPEAKER_01," on,"
1420.18,1420.74,SPEAKER_01," like,"
1420.94,1420.94,SPEAKER_01, what
1420.94,1421.44,SPEAKER_01, faces
1421.44,1421.64,SPEAKER_01, the
1421.64,1422.2,SPEAKER_01, users
1422.2,1423.42,SPEAKER_01, at
1417.18,1417.94,SPEAKER_00, or
1417.94,1418.06,SPEAKER_00, the
1422.2,1423.42,SPEAKER_03, at
1422.2,1423.42,SPEAKER_01, at
1423.42,1423.56,SPEAKER_01, the
1423.56,1424.12,SPEAKER_01, application
1424.12,1424.62,SPEAKER_01," layer,"
1424.96,1424.98,SPEAKER_01, the
1424.98,1425.46,SPEAKER_01, platform
1425.46,1425.86,SPEAKER_01," layer,"
1426.52,1426.58,SPEAKER_01, like
1426.58,1426.94,SPEAKER_01, what
1426.94,1427.28,SPEAKER_01, we
1427.28,1428.04,SPEAKER_01, engage
1428.04,1428.58,SPEAKER_01," with,"
1428.84,1428.92,SPEAKER_01, you
1428.92,1429.06,SPEAKER_01," know,"
1429.14,1429.22,SPEAKER_01, or
1429.22,1429.42,SPEAKER_01, what
1429.42,1429.84,SPEAKER_01, most
1429.84,1430.16,SPEAKER_01, people
1430.16,1430.62,SPEAKER_01, broadly
1430.62,1431.12,SPEAKER_01, engage
1431.12,1431.5,SPEAKER_01, with.
1432.14,1432.2,SPEAKER_01," Um,"
1432.5,1432.5,SPEAKER_01, you
1432.5,1432.62,SPEAKER_01," know,"
1432.66,1432.72,SPEAKER_01," we,"
1433.78,1433.84,SPEAKER_01, so
1433.84,1434.08,SPEAKER_01, many
1434.08,1434.52,SPEAKER_01, works
1434.52,1435.26,SPEAKER_01, around
1435.26,1436.24,SPEAKER_01," STS,"
1436.42,1436.42,SPEAKER_01," and,"
1436.48,1436.58,SPEAKER_01, you
1436.58,1436.66,SPEAKER_01," know,"
1436.74,1436.88,SPEAKER_01, they're
1436.88,1437.28,SPEAKER_01, focused
1437.28,1437.66,SPEAKER_01, on
1437.66,1439.68,SPEAKER_01," meta,"
1437.66,1439.68,SPEAKER_01," meta,"
1439.98,1440.24,SPEAKER_01," Twitter,"
1440.66,1440.8,SPEAKER_01, how
1440.8,1441.24,SPEAKER_01, people
1441.24,1441.86,SPEAKER_01, engage
1441.86,1442.12,SPEAKER_01, with
1442.12,1442.24,SPEAKER_01, post.
1442.26,1442.84,SPEAKER_01, like
1442.84,1443.08,SPEAKER_01, all
1443.08,1443.22,SPEAKER_01, of
1443.22,1443.34,SPEAKER_01, this
1443.34,1443.64,SPEAKER_01," stuff,"
1443.88,1443.88,SPEAKER_01, right?
1444.1,1444.16,SPEAKER_03, Yeah.
1445.58,1445.58,SPEAKER_01," And,"
1446.2,1446.56,SPEAKER_01, you
1446.56,1446.7,SPEAKER_01," know,"
1446.88,1447.0,SPEAKER_01," we,"
1447.12,1447.26,SPEAKER_01, we
1447.26,1447.62,SPEAKER_01, argue
1447.62,1447.84,SPEAKER_01, that
1447.84,1448.08,SPEAKER_01," like,"
1448.22,1448.22,SPEAKER_01, you
1448.22,1448.4,SPEAKER_01," know,"
1449.08,1449.08,SPEAKER_01, capitalism
1449.08,1449.4,SPEAKER_01, is
1449.4,1449.78,SPEAKER_01," driving,"
1450.26,1450.4,SPEAKER_01, you
1450.4,1450.5,SPEAKER_01," know,"
1450.6,1450.66,SPEAKER_01, what
1450.66,1450.82,SPEAKER_01, is
1450.82,1451.04,SPEAKER_01, happening
1451.04,1451.2,SPEAKER_01, at
1451.2,1451.3,SPEAKER_01, the
1451.3,1451.78,SPEAKER_01, application
1451.78,1452.12,SPEAKER_01," layer,"
1452.28,1452.36,SPEAKER_01, right?
1452.54,1452.64,SPEAKER_01, But
